theta_idx,phi_idx,x_cm,y_cm,z_cm
15,62,-49.0329,-63.9010,-29.2769
15,63,-44.0446,-65.9173,-27.4864
15,64,-39.1154,-67.7499,-25.6598
15,65,-34.2415,-69.4348,-23.8113
15,66,-29.4129,-71.0090,-21.9552
15,67,-24.6132,-72.5081,-20.1055
15,68,-19.8187,-73.9644,-18.2760
15,69,-14.9990,-75.4048,-16.4803
15,70,-10.1173,-76.8484,-14.7316
15,71,-5.1323,-78.3043,-13.0435
15,72,-0.0000,-79.7694,-11.4307
15,73,5.3239,-81.2276,-9.9093
15,74,10.8809,-82.6486,-8.4987
15,75,16.7063,-83.9884,-7.2220
15,76,22.8267,-85.1904,-6.1068
15,77,29.2565,-86.1869,-5.1854
15,78,35.9958,-86.9015,-4.4943
15,79,43.0276,-87.2514,-4.0725
15,80,50.3163,-87.1505,-3.9599
15,81,57.8052,-86.5116,-4.1938
15,82,65.4154,-85.2510,-4.8059
15,83,73.0451,-83.2920,-5.8181
15,84,80.5711,-80.5711,-7.2389
15,85,87.8511,-77.0433,-9.0604
15,86,94.7300,-72.6889,-11.2559
15,87,101.0477,-67.5179,-13.7792
15,88,106.6489,-61.5738,-16.5659
15,89,111.3940,-54.9335,-19.5355
15,90,115.1693,-47.7047,-22.5963
15,91,117.8951,-40.0200,-25.6506
15,92,119.5314,-32.0283,-28.6011
15,93,120.0796,-23.8853,-31.3566
15,94,119.5805,-15.7431,-33.8381
15,95,118.1093,-7.7413,-35.9826
16,0,114.7671,0.0000,-37.8149
16,1,111.5576,7.3119,-39.2340
16,2,107.7245,14.1822,-40.2156
16,3,103.4032,20.5682,-40.7718
16,4,98.7197,26.4519,-40.9290
16,5,93.7847,31.8356,-40.7230
16,6,88.6903,36.7367,-40.1954
16,7,83.5091,41.1821,-39.3897
16,8,78.2945,45.2034,-38.3479
16,9,73.0843,48.8334,-37.1090
16,10,67.9030,52.1038,-35.7077
16,11,62.7666,55.0448,-34.1739
16,12,57.6848,57.6848,-32.5329
16,13,52.6640,60.0518,-30.8064
16,14,47.7084,62.1748,-29.0131
16,15,42.8198,64.0843,-27.1699
16,16,37.9974,65.8135,-25.2923
16,17,33.2366,67.3972,-23.3953
16,18,28.5276,68.8717,-21.4938
16,19,23.8544,70.2728,-19.6021
16,20,19.1943,71.6343,-17.7342
16,21,14.5178,72.9857,-15.9038
16,22,9.7883,74.3498,-14.1235
16,23,4.9643,75.7402,-12.4062
16,24,0.0000,77.1589,-10.7649
16,25,-5.1514,78.5945,-9.2143
16,26,-10.5349,80.0208,-7.7718
16,27,-16.1908,81.3966,-6.4586
16,28,-22.1504,82.6663,-5.3011
16,29,-28.4332,83.7616,-4.3310
16,30,-35.0440,84.6038,-3.5852
16,31,-41.9700,85.1068,-3.1046
16,32,-49.1786,85.1798,-2.9320
16,33,-56.6155,84.7310,-3.1093
16,34,-64.2029,83.6709,-3.6731
16,35,-71.8391,81.9168,-4.6512
16,36,-79.3990,79.3990,-6.0578
16,37,-86.7366,76.0660,-7.8897
16,38,-93.6910,71.8916,-10.1237
16,39,-100.0941,66.8808,-12.7149
16,40,-105.7813,61.0729,-15.5976
16,41,-110.6028,54.5432,-18.6878
16,42,-114.4353,47.4007,-21.8876
16,43,-117.1917,39.7812,-25.0917
16,44,-118.8270,31.8396,-28.1941
16,45,-119.3413,23.7385,-31.0952
16,46,-118.7777,15.6374,-33.7082
16,47,-117.2165,7.6828,-35.9641
16,48,-114.7671,0.0000,-37.8149
16,49,-111.5576,-7.3119,-39.2340
16,50,-107.7245,-14.1822,-40.2156
16,51,-103.4032,-20.5682,-40.7718
16,52,-98.7197,-26.4519,-40.9290
16,53,-93.7847,-31.8356,-40.7230
16,54,-88.6903,-36.7367,-40.1954
16,55,-83.5091,-41.1821,-39.3897
16,56,-78.2945,-45.2034,-38.3479
16,57,-73.0843,-48.8334,-37.1090
16,58,-67.9030,-52.1038,-35.7077
16,59,-62.7666,-55.0448,-34.1739
16,60,-57.6848,-57.6848,-32.5329
16,61,-52.6640,-60.0518,-30.8064
16,62,-47.7084,-62.1748,-29.0131
16,63,-42.8198,-64.0843,-27.1699
16,64,-37.9974,-65.8135,-25.2923
16,65,-33.2366,-67.3972,-23.3953
16,66,-28.5276,-68.8717,-21.4938
16,67,-23.8544,-70.2728,-19.6021
16,68,-19.1943,-71.6343,-17.7342
16,69,-14.5178,-72.9857,-15.9038
16,70,-9.7883,-74.3498,-14.1235
16,71,-4.9643,-75.7402,-12.4062
16,72,-0.0000,-77.1589,-10.7649
16,73,5.1514,-78.5945,-9.2143
16,74,10.5349,-80.0208,-7.7718
16,75,16.1908,-81.3966,-6.4586
16,76,22.1504,-82.6663,-5.3011
16,77,28.4332,-83.7616,-4.3310
16,78,35.0440,-84.6038,-3.5852
16,79,41.9700,-85.1068,-3.1046
16,80,49.1786,-85.1798,-2.9320
16,81,56.6155,-84.7310,-3.1093
16,82,64.2029,-83.6709,-3.6731
16,83,71.8391,-81.9168,-4.6512
16,84,79.3990,-79.3990,-6.0578
16,85,86.7366,-76.0660,-7.8897
16,86,93.6910,-71.8916,-10.1237
16,87,100.0941,-66.8808,-12.7149
16,88,105.7813,-61.0729,-15.5976
16,89,110.6028,-54.5432,-18.6878
16,90,114.4353,-47.4007,-21.8876
16,91,117.1917,-39.7812,-25.0917
16,92,118.8270,-31.8396,-28.1941
16,93,119.3413,-23.7385,-31.0952
16,94,118.7777,-15.6374,-33.7082
16,95,117.2165,-7.6828,-35.9641
17,0,114.0312,0.0000,-37.4531
17,1,110.7323,7.2578,-38.9563
17,2,106.8003,14.0605,-40.0003
17,3,102.3781,20.3643,-40.5980
17,4,97.5988,26.1515,-40.7775
17,5,92.5788,31.4263,-40.5777
17,6,87.4149,36.2084,-40.0430
17,7,82.1829,40.5281,-39.2199
17,8,76.9383,44.4203,-38.1531
17,9,71.7192,47.9212,-36.8835
17,10,66.5498,51.0654,-35.4474
17,11,61.4442,53.8851,-33.8758
17,12,56.4100,56.4100,-32.1952
17,13,51.4507,58.6682,-30.4279
17,14,46.5676,60.6881,-28.5933
17,15,41.7603,62.4987,-26.7088
17,16,37.0263,64.1314,-24.7907
17,17,32.3598,65.6192,-22.8547
17,18,27.7510,66.9969,-20.9159
17,19,23.1847,68.2998,-18.9896
17,20,18.6391,69.5621,-17.0899
17,21,14.0860,70.8151,-15.2304
17,22,9.4901,72.0846,-13.4238
17,23,4.8101,73.3886,-11.6820
17,24,0.0000,74.7347,-10.0168
17,25,-4.9890,76.1170,-8.4411
17,26,-10.2050,77.5148,-6.9704
17,27,-15.6925,78.8914,-5.6236
17,28,-21.4879,80.1939,-4.4254
17,29,-27.6164,81.3552,-3.4060
17,30,-34.0881,82.2958,-2.6019
17,31,-40.8952,82.9272,-2.0550
17,32,-48.0094,83.1548,-1.8102
17,33,-55.3799,82.8819,-1.9132
17,34,-62.9312,82.0135,-2.4056
17,35,-70.5625,80.4611,-3.3211
17,36,-78.1482,78.1482,-4.6799
17,37,-85.5400,75.0166,-6.4849
17,38,-92.5725,71.0334,-8.7175
17,39,-99.0710,66.1971,-11.3361
17,40,-104.8621,60.5422,-14.2758
17,41,-109.7864,54.1407,-17.4511
17,42,-113.7105,47.1004,-20.7601
17,43,-116.5382,39.5594,-24.0913
17,44,-118.2176,31.6763,-27.3313
17,45,-118.7448,23.6198,-30.3723
17,46,-118.1622,15.5564,-33.1197
17,47,-116.5529,7.6393,-35.4978
17,48,-114.0312,0.0000,-37.4531
17,49,-110.7323,-7.2578,-38.9563
17,50,-106.8003,-14.0605,-40.0003
17,51,-102.3781,-20.3643,-40.5980
17,52,-97.5988,-26.1515,-40.7775
17,53,-92.5788,-31.4263,-40.5777
17,54,-87.4149,-36.2084,-40.0430
17,55,-82.1829,-40.5281,-39.2199
17,56,-76.9383,-44.4203,-38.1531
17,57,-71.7192,-47.9212,-36.8835
17,58,-66.5498,-51.0654,-35.4474
17,59,-61.4442,-53.8851,-33.8758
17,60,-56.4100,-56.4100,-32.1952
17,61,-51.4507,-58.6682,-30.4279
17,62,-46.5676,-60.6881,-28.5933
17,63,-41.7603,-62.4987,-26.7088
17,64,-37.0263,-64.1314,-24.7907
17,65,-32.3598,-65.6192,-22.8547
17,66,-27.7510,-66.9969,-20.9159
17,67,-23.1847,-68.2998,-18.9896
17,68,-18.6391,-69.5621,-17.0899
17,69,-14.0860,-70.8151,-15.2304
17,70,-9.4901,-72.0846,-13.4238
17,71,-4.8101,-73.3886,-11.6820
17,72,-0.0000,-74.7347,-10.0168
17,73,4.9890,-76.1170,-8.4411
17,74,10.2050,-77.5148,-6.9704
17,75,15.6925,-78.8914,-5.6236
17,76,21.4879,-80.1939,-4.4254
17,77,27.6164,-81.3552,-3.4060
17,78,34.0881,-82.2958,-2.6019
17,79,40.8952,-82.9272,-2.0550
17,80,48.0094,-83.1548,-1.8102
17,81,55.3799,-82.8819,-1.9132
17,82,62.9312,-82.0135,-2.4056
17,83,70.5625,-80.4611,-3.3211
17,84,78.1482,-78.1482,-4.6799
17,85,85.5400,-75.0166,-6.4849
17,86,92.5725,-71.0334,-8.7175
17,87,99.0710,-66.1971,-11.3361
17,88,104.8621,-60.5422,-14.2758
17,89,109.7864,-54.1407,-17.4511
17,90,113.7105,-47.1004,-20.7601
17,91,116.5382,-39.5594,-24.0913
17,92,118.2176,-31.6763,-27.3313
17,93,118.7448,-23.6198,-30.3723
17,94,118.1622,-15.5564,-33.1197
17,95,116.5529,-7.6393,-35.4978
18,0,113.5671,0.0000,-36.6752
18,1,110.2112,7.2236,-38.2843
18,2,106.2040,13.9820,-39.4164
18,3,101.6957,20.2285,-40.0829
18,4,96.8268,25.9447,-40.3124
18,5,91.7207,31.1350,-40.1451
18,6,86.4799,35.8212,-39.6281
18,7,81.1849,40.0359,-38.8101
18,8,75.8943,43.8176,-37.7387
18,9,70.6481,47.2056,-36.4570
18,10,65.4709,50.2376,-35.0031
18,11,60.3759,52.9482,-33.4096
18,12,55.3688,55.3688,-31.7041
18,13,50.4509,57.5282,-29.9096
18,14,45.6208,59.4541,-28.0463
18,15,40.8755,61.1745,-26.1322
18,16,36.2106,62.7186,-24.1841
18,17,31.6192,64.1173,-22.2183
18,18,27.0910,65.4035,-20.2506
18,19,22.6113,66.6108,-18.2965
18,20,18.1597,67.7729,-16.3708
18,21,13.7094,68.9219,-14.4872
18,22,9.2270,70.0858,-12.6582
18,23,4.6724,71.2867,-10.8952
18,24,0.0000,72.5372,-9.2091
18,25,-4.8396,73.8379,-7.6111
18,26,-9.8969,75.1745,-6.1147
18,27,-15.2200,76.5161,-4.7367
18,28,-20.8504,77.8149,-3.4993
18,29,-26.8191,79.0065,-2.4309
18,30,-33.1422,80.0124,-1.5669
18,31,-39.8181,80.7431,-0.9487
18,32,-46.8237,81.1011,-0.6230
18,33,-54.1126,80.9853,-0.6380
18,34,-61.6129,80.2955,-1.0397
18,35,-69.2260,78.9372,-1.8674
18,36,-76.8271,76.8271,-3.1478
18,37,-84.2669,73.9001,-4.8902
18,38,-91.3770,70.1160,-7.0821
18,39,-97.9774,65.4664,-9.6868
18,40,-103.8874,59.9794,-12.6422
18,41,-108.9383,53.7224,-15.8636
18,42,-112.9867,46.8006,-19.2476
18,43,-115.9260,39.3516,-22.6786
18,44,-117.6956,31.5364,-26.0372
18,45,-118.2848,23.5283,-29.2085
18,46,-117.7324,15.4998,-32.0901
18,47,-116.1208,7.6110,-34.5989
18,48,-113.5671,0.0000,-36.6752
18,49,-110.2112,-7.2236,-38.2843
18,50,-106.2040,-13.9820,-39.4164
18,51,-101.6957,-20.2285,-40.0829
18,52,-96.8268,-25.9447,-40.3124
18,53,-91.7207,-31.1350,-40.1451
18,54,-86.4799,-35.8212,-39.6281
18,55,-81.1849,-40.0359,-38.8101
18,56,-75.8943,-43.8176,-37.7387
18,57,-70.6481,-47.2056,-36.4570
18,58,-65.4709,-50.2376,-35.0031
18,59,-60.3759,-52.9482,-33.4096
18,60,-55.3688,-55.3688,-31.7041
18,61,-50.4509,-57.5282,-29.9096
18,62,-45.6208,-59.4541,-28.0463
18,63,-40.8755,-61.1745,-26.1322
18,64,-36.2106,-62.7186,-24.1841
18,65,-31.6192,-64.1173,-22.2183
18,66,-27.0910,-65.4035,-20.2506
18,67,-22.6113,-66.6108,-18.2965
18,68,-18.1597,-67.7729,-16.3708
18,69,-13.7094,-68.9219,-14.4872
18,70,-9.2270,-70.0858,-12.6582
18,71,-4.6724,-71.2867,-10.8952
18,72,-0.0000,-72.5372,-9.2091
18,73,4.8396,-73.8379,-7.6111
18,74,9.8969,-75.1745,-6.1147
18,75,15.2200,-76.5161,-4.7367
18,76,20.8504,-77.8149,-3.4993
18,77,26.8191,-79.0065,-2.4309
18,78,33.1422,-80.0124,-1.5669
18,79,39.8181,-80.7431,-0.9487
18,80,46.8237,-81.1011,-0.6230
18,81,54.1126,-80.9853,-0.6380
18,82,61.6129,-80.2955,-1.0397
18,83,69.2260,-78.9372,-1.8674
18,84,76.8271,-76.8271,-3.1478
18,85,84.2669,-73.9001,-4.8902
18,86,91.3770,-70.1160,-7.0821
18,87,97.9774,-65.4664,-9.6868
18,88,103.8874,-59.9794,-12.6422
18,89,108.9383,-53.7224,-15.8636
18,90,112.9867,-46.8006,-19.2476
18,91,115.9260,-39.3516,-22.6786
18,92,117.6956,-31.5364,-26.0372
18,93,118.2848,-23.5283,-29.2085
18,94,117.7324,-15.4998,-32.0901
18,95,116.1208,-7.6110,-34.5989
19,0,113.3645,0.0000,-35.5025
19,1,109.9873,7.2090,-37.2387
19,2,105.9317,13.9462,-38.4847
19,3,101.3546,20.1607,-39.2485
19,4,96.4044,25.8315,-39.5570
19,5,91.2121,30.9623,-39.4506
19,6,85.8877,35.5759,-38.9775
19,7,80.5175,39.7068,-38.1887
19,8,75.1650,43.3965,-37.1340
19,9,69.8731,46.6877,-35.8593
19,10,64.6679,49.6214,-34.4049
19,11,59.5627,52.2351,-32.8052
19,12,54.5620,54.5620,-31.0891
19,13,49.6651,56.6322,-29.2808
19,14,44.8680,58.4731,-27.4013
19,15,40.1654,60.1118,-25.4690
19,16,35.5507,61.5756,-23.5015
19,17,31.0154,62.8930,-21.5152
19,18,26.5487,64.0943,-19.5267
19,19,22.1361,65.2110,-17.5516
19,20,17.7584,66.2752,-15.6052
19,21,13.3905,67.3187,-13.7015
19,22,9.0012,68.3710,-11.8529
19,23,4.5525,69.4570,-10.0707
19,24,0.0000,70.5943,-8.3649
19,25,-4.7053,71.7895,-6.7456
19,26,-9.6153,73.0355,-5.2246
19,27,-14.7809,74.3087,-3.8166
19,28,-20.2483,75.5675,-2.5411
19,29,-26.0540,76.7527,-1.4243
19,30,-32.2211,77.7887,-0.4997
19,31,-38.7544,78.5862,0.1922
19,32,-45.6374,79.0463,0.6047
19,33,-52.8293,79.0646,0.6877
19,34,-60.2627,78.5358,0.3916
19,35,-67.8425,77.3596,-0.3276
19,36,-75.4460,75.4460,-1.5028
19,37,-82.9243,72.7227,-3.1503
19,38,-90.1077,69.1421,-5.2645
19,39,-96.8125,64.6881,-7.8148
19,40,-102.8520,59.3816,-10.7444
19,41,-108.0493,53.2840,-13.9714
19,42,-112.2510,46.4959,-17.3932
19,43,-115.3397,39.1525,-20.8927
19,44,-117.2441,31.4155,-24.3466
19,45,-117.9445,23.4606,-27.6342
19,46,-117.4726,15.4656,-30.6460
19,47,-115.9071,7.5970,-33.2912
19,48,-113.3645,0.0000,-35.5025
19,49,-109.9873,-7.2090,-37.2387
19,50,-105.9317,-13.9462,-38.4847
19,51,-101.3546,-20.1607,-39.2485
19,52,-96.4044,-25.8315,-39.5570
19,53,-91.2121,-30.9623,-39.4506
19,54,-85.8877,-35.5759,-38.9775
19,55,-80.5175,-39.7068,-38.1887
19,56,-75.1650,-43.3965,-37.1340
19,57,-69.8731,-46.6877,-35.8593
19,58,-64.6679,-49.6214,-34.4049
19,59,-59.5627,-52.2351,-32.8052
19,60,-54.5620,-54.5620,-31.0891
19,61,-49.6651,-56.6322,-29.2808
19,62,-44.8680,-58.4731,-27.4013
19,63,-40.1654,-60.1118,-25.4690
19,64,-35.5507,-61.5756,-23.5015
19,65,-31.0154,-62.8930,-21.5152
19,66,-26.5487,-64.0943,-19.5267
19,67,-22.1361,-65.2110,-17.5516
19,68,-17.7584,-66.2752,-15.6052
19,69,-13.3905,-67.3187,-13.7015
19,70,-9.0012,-68.3710,-11.8529
19,71,-4.5525,-69.4570,-10.0707
19,72,-0.0000,-70.5943,-8.3649
19,73,4.7053,-71.7895,-6.7456
19,74,9.6153,-73.0355,-5.2246
19,75,14.7809,-74.3087,-3.8166
19,76,20.2483,-75.5675,-2.5411
19,77,26.0540,-76.7527,-1.4243
19,78,32.2211,-77.7887,-0.4997
19,79,38.7544,-78.5862,0.1922
19,80,45.6374,-79.0463,0.6047
19,81,52.8293,-79.0646,0.6877
19,82,60.2627,-78.5358,0.3916
19,83,67.8425,-77.3596,-0.3276
19,84,75.4460,-75.4460,-1.5028
19,85,82.9243,-72.7227,-3.1503
19,86,90.1077,-69.1421,-5.2645
19,87,96.8125,-64.6881,-7.8148
19,88,102.8520,-59.3816,-10.7444
19,89,108.0493,-53.2840,-13.9714
19,90,112.2510,-46.4959,-17.3932
19,91,115.3397,-39.1525,-20.8927
19,92,117.2441,-31.4155,-24.3466
19,93,117.9445,-23.4606,-27.6342
19,94,117.4726,-15.4656,-30.6460
19,95,115.9071,-7.5970,-33.2912
20,0,113.3983,0.0000,-33.9621
20,1,110.0381,7.2123,-35.8440
20,2,105.9636,13.9504,-37.2284
20,3,101.3380,20.1574,-38.1176
20,4,96.3170,25.8081,-38.5349
20,5,91.0405,30.9041,-38.5186
20,6,85.6270,35.4679,-38.1170
20,7,80.1703,39.5356,-37.3825
20,8,74.7402,43.1513,-36.3670
20,9,69.3842,46.3610,-35.1191
20,10,64.1310,49.2095,-33.6816
20,11,58.9950,51.7372,-32.0912
20,12,53.9801,53.9801,-30.3787
20,13,49.0840,55.9696,-28.5698
20,14,44.3006,57.7337,-26.6861
20,15,39.6220,59.2985,-24.7471
20,16,35.0392,60.6897,-22.7703
20,17,30.5422,61.9335,-20.7729
20,18,26.1192,63.0573,-18.7714
20,19,21.7556,64.0899,-16.7819
20,20,17.4331,65.0614,-14.8198
20,21,13.1286,66.0020,-12.8993
20,22,8.8130,66.9416,-11.0332
20,23,4.4509,67.9070,-9.2324
20,24,0.0000,68.9195,-7.5069
20,25,-4.5875,69.9916,-5.8660
20,26,-9.3636,71.1233,-4.3199
20,27,-14.3811,72.2989,-2.8815
20,28,-19.6902,73.4847,-1.5681
20,29,-25.3328,74.6280,-0.4033
20,30,-31.3386,75.6581,0.5819
20,31,-37.7198,76.4883,1.3487
20,32,-44.4672,77.0194,1.8512
20,33,-51.5465,77.1448,2.0387
20,34,-58.8964,76.7552,1.8593
20,35,-66.4263,75.7447,1.2648
20,36,-74.0169,74.0169,0.2167
20,37,-81.5213,71.4923,-1.3079
20,38,-88.7698,68.1155,-3.3110
20,39,-95.5769,63.8624,-5.7694
20,40,-101.7513,58.7461,-8.6329
20,41,-107.1093,52.8204,-11.8249
20,42,-111.4880,46.1798,-15.2461
20,43,-114.7591,38.9555,-18.7803
20,44,-116.8395,31.3070,-22.3026
20,45,-117.6977,23.4115,-25.6883
20,46,-117.3557,15.4502,-28.8219
20,47,-115.8849,7.5955,-31.6050
20,48,-113.3983,0.0000,-33.9621
20,49,-110.0381,-7.2123,-35.8440
20,50,-105.9636,-13.9504,-37.2284
20,51,-101.3380,-20.1574,-38.1176
20,52,-96.3170,-25.8081,-38.5349
20,53,-91.0405,-30.9041,-38.5186
20,54,-85.6270,-35.4679,-38.1170
20,55,-80.1703,-39.5356,-37.3825
20,56,-74.7402,-43.1513,-36.3670
20,57,-69.3842,-46.3610,-35.1191
20,58,-64.1310,-49.2095,-33.6816
20,59,-58.9950,-51.7372,-32.0912
20,60,-53.9801,-53.9801,-30.3787
20,61,-49.0840,-55.9696,-28.5698
20,62,-44.3006,-57.7337,-26.6861
20,63,-39.6220,-59.2985,-24.7471
20,64,-35.0392,-60.6897,-22.7703
20,65,-30.5422,-61.9335,-20.7729
20,66,-26.1192,-63.0573,-18.7714
20,67,-21.7556,-64.0899,-16.7819
20,68,-17.4331,-65.0614,-14.8198
20,69,-13.1286,-66.0020,-12.8993
20,70,-8.8130,-66.9416,-11.0332
20,71,-4.4509,-67.9070,-9.2324
20,72,-0.0000,-68.9195,-7.5069
20,73,4.5875,-69.9916,-5.8660
20,74,9.3636,-71.1233,-4.3199
20,75,14.3811,-72.2989,-2.8815
20,76,19.6902,-73.4847,-1.5681
20,77,25.3328,-74.6280,-0.4033
20,78,31.3386,-75.6581,0.5819
20,79,37.7198,-76.4883,1.3487
20,80,44.4672,-77.0194,1.8512
20,81,51.5465,-77.1448,2.0387
20,82,58.8964,-76.7552,1.8593
20,83,66.4263,-75.7447,1.2648
20,84,74.0169,-74.0169,0.2167
20,85,81.5213,-71.4923,-1.3079
20,86,88.7698,-68.1155,-3.3110
20,87,95.5769,-63.8624,-5.7694
20,88,101.7513,-58.7461,-8.6329
20,89,107.1093,-52.8204,-11.8249
20,90,111.4880,-46.1798,-15.2461
20,91,114.7591,-38.9555,-18.7803
20,92,116.8395,-31.3070,-22.3026
20,93,117.6977,-23.4115,-25.6883
20,94,117.3557,-15.4502,-28.8219
20,95,115.8849,-7.5955,-31.6050
21,0,113.6319,0.0000,-32.0861
21,1,110.3283,7.2313,-34.1284
21,2,106.2670,13.9903,-35.6727
21,3,101.6157,20.2126,-36.7136
21,4,96.5375,25.8671,-37.2683
21,5,91.1814,30.9519,-37.3716
21,6,85.6752,35.4878,-37.0698
21,7,80.1223,39.5119,-36.4155
21,8,74.6001,43.0704,-35.4625
21,9,69.1624,46.2128,-34.2618
21,10,63.8418,48.9876,-32.8591
21,11,58.6549,51.4389,-31.2938
21,12,53.6058,53.6058,-29.5990
21,13,48.6911,55.5215,-27.8020
21,14,43.9027,57.2151,-25.9260
21,15,39.2303,58.7124,-23.9910
21,16,34.6627,60.0376,-22.0151
21,17,30.1878,61.2148,-20.0155
21,18,25.7925,62.2686,-18.0088
21,19,21.4619,63.2248,-16.0112
21,20,17.1784,64.1105,-14.0382
21,21,12.9202,64.9543,-12.1041
21,22,8.6607,65.7847,-10.2219
21,23,4.3671,66.6295,-8.4029
21,24,0.0000,67.5125,-6.6567
21,25,-4.4865,68.4510,-4.9924
21,26,-9.1435,69.4517,-3.4195
21,27,-14.0247,70.5069,-1.9493
21,28,-19.1829,71.5916,-0.5971
21,29,-24.6651,72.6610,0.6161
21,30,-30.5072,73.6510,1.6619
21,31,-36.7291,74.4792,2.5039
21,32,-43.3293,75.0485,3.0979
21,33,-50.2814,75.2514,3.3936
21,34,-57.5308,74.9756,3.3381
21,35,-64.9930,74.1103,2.8802
21,36,-72.5534,72.5534,1.9765
21,37,-80.0685,70.2182,0.5978
21,38,-87.3702,67.0415,-1.2655
21,39,-94.2726,62.9910,-3.5983
21,40,-100.5820,58.0710,-6.3584
21,41,-106.1089,52.3271,-9.4766
21,42,-110.6821,45.8460,-12.8590
21,43,-114.1625,38.7529,-16.3929
21,44,-116.4540,31.2038,-19.9542
21,45,-117.5121,23.3746,-23.4163
21,46,-117.3463,15.4489,-26.6589
21,47,-116.0176,7.6042,-29.5768
21,48,-113.6319,0.0000,-32.0861
21,49,-110.3283,-7.2313,-34.1284
21,50,-106.2670,-13.9903,-35.6727
21,51,-101.6157,-20.2126,-36.7136
21,52,-96.5375,-25.8671,-37.2683
21,53,-91.1814,-30.9519,-37.3716
21,54,-85.6752,-35.4878,-37.0698
21,55,-80.1223,-39.5119,-36.4155
21,56,-74.6001,-43.0704,-35.4625
21,57,-69.1624,-46.2128,-34.2618
21,58,-63.8418,-48.9876,-32.8591
21,59,-58.6549,-51.4389,-31.2938
21,60,-53.6058,-53.6058,-29.5990
21,61,-48.6911,-55.5215,-27.8020
21,62,-43.9027,-57.2151,-25.9260
21,63,-39.2303,-58.7124,-23.9910
21,64,-34.6627,-60.0376,-22.0151
21,65,-30.1878,-61.2148,-20.0155
21,66,-25.7925,-62.2686,-18.0088
21,67,-21.4619,-63.2248,-16.0112
21,68,-17.1784,-64.1105,-14.0382
21,69,-12.9202,-64.9543,-12.1041
21,70,-8.6607,-65.7847,-10.2219
21,71,-4.3671,-66.6295,-8.4029
21,72,-0.0000,-67.5125,-6.6567
21,73,4.4865,-68.4510,-4.9924
21,74,9.1435,-69.4517,-3.4195
21,75,14.0247,-70.5069,-1.9493
21,76,19.1829,-71.5916,-0.5971
21,77,24.6651,-72.6610,0.6161
21,78,30.5072,-73.6510,1.6619
21,79,36.7291,-74.4792,2.5039
21,80,43.3293,-75.0485,3.0979
21,81,50.2814,-75.2514,3.3936
21,82,57.5308,-74.9756,3.3381
21,83,64.9930,-74.1103,2.8802
21,84,72.5534,-72.5534,1.9765
21,85,80.0685,-70.2182,0.5978
21,86,87.3702,-67.0415,-1.2655
21,87,94.2726,-62.9910,-3.5983
21,88,100.5820,-58.0710,-6.3584
21,89,106.1089,-52.3271,-9.4766
21,90,110.6821,-45.8460,-12.8590
21,91,114.1625,-38.7529,-16.3929
21,92,116.4540,-31.2038,-19.9542
21,93,117.5121,-23.3746,-23.4163
21,94,117.3463,-15.4489,-26.6589
21,95,116.0176,-7.6042,-29.5768
22,0,114.0211,0.0000,-29.9105
22,1,110.8141,7.2631,-32.1233
22,2,106.7997,14.0605,-33.8447
22,3,102.1484,20.3186,-35.0602
22,4,97.0296,25.9990,-35.7790
22,5,91.6014,31.0945,-36.0298
22,6,86.0021,35.6232,-35.8557
22,7,80.3454,39.6220,-35.3080
22,8,74.7185,43.1388,-34.4414
22,9,69.1827,46.2264,-33.3089
22,10,63.7763,48.9373,-31.9592
22,11,58.5191,51.3198,-30.4348
22,12,53.4165,53.4165,-28.7716
22,13,48.4647,55.2634,-26.9991
22,14,43.6539,56.8909,-25.1420
22,15,38.9716,58.3251,-23.2214
22,16,34.4039,59.5893,-21.2559
22,17,29.9367,60.7057,-19.2627
22,18,25.5554,61.6961,-17.2584
22,19,21.2442,62.5835,-15.2590
22,20,16.9858,63.3919,-13.2798
22,21,12.7596,64.1470,-11.3353
22,22,8.5410,64.8757,-9.4385
22,23,4.3000,65.6050,-7.6011
22,24,0.0000,66.3602,-5.8330
22,25,-4.4020,67.1620,-4.1434
22,26,-8.9554,68.0228,-2.5411
22,27,-13.7135,68.9423,-1.0368
22,28,-18.7308,69.9042,0.3561
22,29,-24.0581,70.8728,1.6187
22,30,-29.7372,71.7919,2.7255
22,31,-35.7951,72.5854,3.6428
22,32,-42.2388,73.1598,4.3288
22,33,-49.0502,73.4088,4.7346
22,34,-56.1826,73.2186,4.8073
22,35,-63.5588,72.4749,4.4939
22,36,-71.0701,71.0701,3.7474
22,37,-78.5780,68.9111,2.5326
22,38,-85.9176,65.9269,0.8328
22,39,-92.9042,62.0766,-1.3457
22,40,-99.3432,57.3558,-3.9695
22,41,-105.0410,51.8005,-6.9781
22,42,-109.8192,45.4886,-10.2854
22,43,-113.5283,38.5377,-13.7844
22,44,-116.0594,31.0980,-17.3542
22,45,-117.3534,23.3430,-20.8681
22,46,-117.4051,15.4567,-24.2030
22,47,-116.2625,7.6202,-27.2478
22,48,-114.0211,0.0000,-29.9105
22,49,-110.8141,-7.2631,-32.1233
22,50,-106.7997,-14.0605,-33.8447
22,51,-102.1484,-20.3186,-35.0602
22,52,-97.0296,-25.9990,-35.7790
22,53,-91.6014,-31.0945,-36.0298
22,54,-86.0021,-35.6232,-35.8557
22,55,-80.3454,-39.6220,-35.3080
22,56,-74.7185,-43.1388,-34.4414
22,57,-69.1827,-46.2264,-33.3089
