theta_idx,phi_idx,x_cm,y_cm,z_cm
0,0,132.9043,0.0000,0.0000
0,1,132.4939,8.6841,-1.2487
0,2,131.2701,17.2820,-2.4750
0,3,129.2544,25.7103,-3.6569
0,4,126.4818,33.8907,-4.7723
0,5,122.9996,41.7528,-5.7995
0,6,118.8659,49.2359,-6.7184
0,7,114.1466,56.2909,-7.5104
0,8,108.9133,62.8811,-8.1598
0,9,103.2399,68.9827,-8.6544
0,10,97.1998,74.5840,-8.9861
0,11,90.8626,79.6843,-9.1511
0,12,84.2920,84.2920,-9.1501
0,13,77.5444,88.4224,-8.9878
0,14,70.6673,92.0954,-8.6723
0,15,63.6996,95.3332,-8.2144
0,16,56.6721,98.1589,-7.6268
0,17,49.6080,100.5951,-6.9237
0,18,42.5242,102.6624,-6.1197
0,19,35.4321,104.3796,-5.2296
0,20,28.3390,105.7626,-4.2683
0,21,21.2487,106.8246,-3.2504
0,22,14.1626,107.5759,-2.1903
0,23,7.0802,108.0237,-1.1021
0,24,0.0000,108.1725,-0.0000
0,25,-7.0802,108.0237,1.1021
0,26,-14.1626,107.5759,2.1903
0,27,-21.2487,106.8246,3.2504
0,28,-28.3390,105.7626,4.2683
0,29,-35.4321,104.3796,5.2296
0,30,-42.5242,102.6624,6.1197
0,31,-49.6080,100.5951,6.9237
0,32,-56.6721,98.1589,7.6268
0,33,-63.6996,95.3332,8.2144
0,34,-70.6673,92.0954,8.6723
0,35,-77.5444,88.4224,8.9878
0,36,-84.2920,84.2920,9.1501
0,37,-90.8626,79.6843,9.1511
0,38,-97.1998,74.5840,8.9861
0,39,-103.2399,68.9827,8.6544
0,40,-108.9133,62.8811,8.1598
0,41,-114.1466,56.2909,7.5104
0,42,-118.8659,49.2359,6.7184
0,43,-122.9996,41.7528,5.7995
0,44,-126.4818,33.8907,4.7723
0,45,-129.2544,25.7103,3.6569
0,46,-131.2701,17.2820,2.4750
0,47,-132.4939,8.6841,1.2487
0,48,-132.9043,0.0000,0.0000
0,49,-132.4939,-8.6841,-1.2487
0,50,-131.2701,-17.2820,-2.4750
0,51,-129.2544,-25.7103,-3.6569
0,52,-126.4818,-33.8907,-4.7723
0,53,-122.9996,-41.7528,-5.7995
0,54,-118.8659,-49.2359,-6.7184
0,55,-114.1466,-56.2909,-7.5104
0,56,-108.9133,-62.8811,-8.1598
0,57,-103.2399,-68.9827,-8.6544
0,58,-97.1998,-74.5840,-8.9861
0,59,-90.8626,-79.6843,-9.1511
0,60,-84.2920,-84.2920,-9.1501
0,61,-77.5444,-88.4224,-8.9878
0,62,-70.6673,-92.0954,-8.6723
0,63,-63.6996,-95.3332,-8.2144
0,64,-56.6721,-98.1589,-7.6268
0,65,-49.6080,-100.5951,-6.9237
0,66,-42.5242,-102.6624,-6.1197
0,67,-35.4321,-104.3796,-5.2296
0,68,-28.3390,-105.7626,-4.2683
0,69,-21.2487,-106.8246,-3.2504
0,70,-14.1626,-107.5759,-2.1903
0,71,-7.0802,-108.0237,-1.1021
0,72,-0.0000,-108.1725,-0.0000
0,73,7.0802,-108.0237,1.1021
0,74,14.1626,-107.5759,2.1903
0,75,21.2487,-106.8246,3.2504
0,76,28.3390,-105.7626,4.2683
0,77,35.4321,-104.3796,5.2296
0,78,42.5242,-102.6624,6.1197
0,79,49.6080,-100.5951,6.9237
0,80,56.6721,-98.1589,7.6268
0,81,63.6996,-95.3332,8.2144
0,82,70.6673,-92.0954,8.6723
0,83,77.5444,-88.4224,8.9878
0,84,84.2920,-84.2920,9.1501
0,85,90.8626,-79.6843,9.1511
0,86,97.1998,-74.5840,8.9861
0,87,103.2399,-68.9827,8.6544
0,88,108.9133,-62.8811,8.1598
0,89,114.1466,-56.2909,7.5104
0,90,118.8659,-49.2359,6.7184
0,91,122.9996,-41.7528,5.7995
0,92,126.4818,-33.8907,4.7723
0,93,129.2544,-25.7103,3.6569
0,94,131.2701,-17.2820,2.4750
0,95,132.4939,-8.6841,1.2487
1,0,132.8103,0.0000,-3.3105
1,1,132.2416,8.6676,-4.5517
1,2,130.8654,17.2288,-5.7515
1,3,128.7084,25.6017,-6.8891
1,4,125.8101,33.7107,-7.9447
1,5,122.2215,41.4886,-8.8999
1,6,118.0032,48.8785,-9.7376
1,7,113.2230,55.8354,-10.4424
1,8,107.9530,62.3267,-11.0017
1,9,102.2670,68.3326,-11.4057
1,10,96.2373,73.8455,-11.6485
1,11,89.9320,78.8682,-11.7277
1,12,83.4126,83.4126,-11.6452
1,13,76.7326,87.4968,-11.4063
1,14,69.9365,91.1430,-11.0196
1,15,63.0594,94.3751,-10.4963
1,16,56.1283,97.2171,-9.8496
1,17,49.1625,99.6916,-9.0937
1,18,42.1747,101.8186,-8.2435
1,19,35.1727,103.6154,-7.3140
1,20,28.1604,105.0960,-6.3203
1,21,21.1386,106.2708,-5.2769
1,22,14.1062,107.1473,-4.1982
1,23,7.0610,107.7294,-3.0984
1,24,0.0000,108.0179,-1.9914
1,25,-7.0794,108.0106,-0.8913
1,26,-14.1793,107.7023,0.1879
1,27,-21.3005,107.0847,1.2320
1,28,-28.4420,106.1470,2.2266
1,29,-35.6004,104.8753,3.1574
1,30,-42.7690,103.2535,4.0096
1,31,-49.9373,101.2628,4.7686
1,32,-57.0899,98.8826,5.4195
1,33,-64.2059,96.0909,5.9482
1,34,-71.2576,92.8647,6.3408
1,35,-78.2101,89.1816,6.5852
1,36,-85.0206,85.0206,6.6709
1,37,-91.6378,80.3642,6.5905
1,38,-98.0027,75.2001,6.3402
1,39,-104.0492,69.5234,5.9202
1,40,-109.7058,63.3387,5.3357
1,41,-114.8985,56.6617,4.5966
1,42,-119.5531,49.5205,3.7174
1,43,-123.5989,41.9562,2.7164
1,44,-126.9715,34.0219,1.6153
1,45,-129.6159,25.7822,0.4375
1,46,-131.4884,17.3108,-0.7924
1,47,-132.5586,8.6884,-2.0497
1,48,-132.8103,0.0000,-3.3105
1,49,-132.2416,-8.6676,-4.5517
1,50,-130.8654,-17.2288,-5.7515
1,51,-128.7084,-25.6017,-6.8891
1,52,-125.8101,-33.7107,-7.9447
1,53,-122.2215,-41.4886,-8.8999
1,54,-118.0032,-48.8785,-9.7376
1,55,-113.2230,-55.8354,-10.4424
1,56,-107.9530,-62.3267,-11.0017
1,57,-102.2670,-68.3326,-11.4057
1,58,-96.2373,-73.8455,-11.6485
1,59,-89.9320,-78.8682,-11.7277
1,60,-83.4126,-83.4126,-11.6452
1,61,-76.7326,-87.4968,-11.4063
1,62,-69.9365,-91.1430,-11.0196
1,63,-63.0594,-94.3751,-10.4963
1,64,-56.1283,-97.2171,-9.8496
1,65,-49.1625,-99.6916,-9.0937
1,66,-42.1747,-101.8186,-8.2435
1,67,-35.1727,-103.6154,-7.3140
1,68,-28.1604,-105.0960,-6.3203
1,69,-21.1386,-106.2708,-5.2769
1,70,-14.1062,-107.1473,-4.1982
1,71,-7.0610,-107.7294,-3.0984
1,72,-0.0000,-108.0179,-1.9914
1,73,7.0794,-108.0106,-0.8913
1,74,14.1793,-107.7023,0.1879
1,75,21.3005,-107.0847,1.2320
1,76,28.4420,-106.1470,2.2266
1,77,35.6004,-104.8753,3.1574
1,78,42.7690,-103.2535,4.0096
1,79,49.9373,-101.2628,4.7686
1,80,57.0899,-98.8826,5.4195
1,81,64.2059,-96.0909,5.9482
1,82,71.2576,-92.8647,6.3408
1,83,78.2101,-89.1816,6.5852
1,84,85.0206,-85.0206,6.6709
1,85,91.6378,-80.3642,6.5905
1,86,98.0027,-75.2001,6.3402
1,87,104.0492,-69.5234,5.9202
1,88,109.7058,-63.3387,5.3357
1,89,114.8985,-56.6617,4.5966
1,90,119.5531,-49.5205,3.7174
1,91,123.5989,-41.9562,2.7164
1,92,126.9715,-34.0219,1.6153
1,93,129.6159,-25.7822,0.4375
1,94,131.4884,-17.3108,-0.7924
1,95,132.5586,-8.6884,-2.0497
2,0,132.5265,0.0000,-6.6247
2,1,131.7973,8.6384,-7.8628
2,2,130.2675,17.1500,-9.0394
2,3,127.9692,25.4546,-10.1348
2,4,124.9464,33.4793,-11.1316
2,5,121.2537,41.1601,-12.0140
2,6,116.9544,48.4441,-12.7684
2,7,112.1175,55.2902,-13.3829
2,8,106.8158,61.6701,-13.8481
2,9,101.1225,67.5679,-14.1572
2,10,95.1090,72.9797,-14.3064
2,11,88.8415,77.9119,-14.2953
2,12,82.3793,82.3793,-14.1269
2,13,75.7733,86.4029,-13.8073
2,14,69.0649,90.0071,-13.3458
2,15,62.2860,93.2176,-12.7537
2,16,55.4600,96.0596,-12.0443
2,17,48.6024,98.5559,-11.2322
2,18,41.7223,100.7265,-10.3323
2,19,34.8238,102.5877,-9.3598
2,20,27.9074,104.1519,-8.3299
2,21,20.9709,105.4278,-7.2573
2,22,14.0105,106.4201,-6.1563
2,23,7.0217,107.1300,-5.0412
2,24,0.0000,107.5551,-3.9261
2,25,-7.0583,107.6896,-2.8251
2,26,-14.1559,107.5246,-1.7524
2,27,-21.2932,107.0481,-0.7225
2,28,-28.4683,106.2452,0.2502
2,29,-35.6761,105.0983,1.1510
2,30,-42.9074,103.5876,1.9650
2,31,-50.1485,101.6910,2.6777
2,32,-57.3801,99.3853,3.2744
2,33,-64.5770,96.6464,3.7412
2,34,-71.7071,93.4505,4.0650
2,35,-78.7306,89.7751,4.2340
2,36,-85.6004,85.6004,4.2388
2,37,-92.2614,80.9111,4.0726
2,38,-98.6511,75.6977,3.7327
2,39,-104.7010,69.9590,3.2205
2,40,-110.3379,63.7036,2.5424
2,41,-115.4867,56.9517,1.7100
2,42,-120.0731,49.7359,0.7399
2,43,-124.0271,42.1015,-0.3470
2,44,-127.2862,34.1062,-1.5262
2,45,-129.7983,25.8185,-2.7709
2,46,-131.5236,17.3154,-4.0536
2,47,-132.4366,8.6804,-5.3469
2,48,-132.5265,0.0000,-6.6247
2,49,-131.7973,-8.6384,-7.8628
2,50,-130.2675,-17.1500,-9.0394
2,51,-127.9692,-25.4546,-10.1348
2,52,-124.9464,-33.4793,-11.1316
2,53,-121.2537,-41.1601,-12.0140
2,54,-116.9544,-48.4441,-12.7684
2,55,-112.1175,-55.2902,-13.3829
2,56,-106.8158,-61.6701,-13.8481
2,57,-101.1225,-67.5679,-14.1572
2,58,-95.1090,-72.9797,-14.3064
2,59,-88.8415,-77.9119,-14.2953
2,60,-82.3793,-82.3793,-14.1269
2,61,-75.7733,-86.4029,-13.8073
2,62,-69.0649,-90.0071,-13.3458
2,63,-62.2860,-93.2176,-12.7537
2,64,-55.4600,-96.0596,-12.0443
2,65,-48.6024,-98.5559,-11.2322
2,66,-41.7223,-100.7265,-10.3323
2,67,-34.8238,-102.5877,-9.3598
2,68,-27.9074,-104.1519,-8.3299
2,69,-20.9709,-105.4278,-7.2573
2,70,-14.0105,-106.4201,-6.1563
2,71,-7.0217,-107.1300,-5.0412
2,72,-0.0000,-107.5551,-3.9261
2,73,7.0583,-107.6896,-2.8251
2,74,14.1559,-107.5246,-1.7524
2,75,21.2932,-107.0481,-0.7225
2,76,28.4683,-106.2452,0.2502
2,77,35.6761,-105.0983,1.1510
2,78,42.9074,-103.5876,1.9650
2,79,50.1485,-101.6910,2.6777
2,80,57.3801,-99.3853,3.2744
2,81,64.5770,-96.6464,3.7412
2,82,71.7071,-93.4505,4.0650
2,83,78.7306,-89.7751,4.2340
2,84,85.6004,-85.6004,4.2388
2,85,92.2614,-80.9111,4.0726
2,86,98.6511,-75.6977,3.7327
2,87,104.7010,-69.9590,3.2205
2,88,110.3379,-63.7036,2.5424
2,89,115.4867,-56.9517,1.7100
2,90,120.0731,-49.7359,0.7399
2,91,124.0271,-42.1015,-0.3470
2,92,127.2862,-34.1062,-1.5262
2,93,129.7983,-25.8185,-2.7709
2,94,131.5236,-17.3154,-4.0536
2,95,132.4366,-8.6804,-5.3469
3,0,132.0483,0.0000,-9.9414
3,1,131.1540,8.5963,-11.1799
3,2,129.4674,17.0447,-12.3355
3,3,127.0260,25.2671,-13.3895
3,4,123.8789,33.1933,-14.3263
3,5,120.0843,40.7631,-15.1333
3,6,115.7075,47.9276,-15.8000
3,7,110.8191,54.6500,-16.3185
3,8,105.4919,60.9058,-16.6828
3,9,99.7985,66.6832,-16.8896
3,10,93.8084,71.9818,-16.9376
3,11,87.5863,76.8111,-16.8285
3,12,81.1890,81.1890,-16.5669
3,13,74.6647,85.1388,-16.1596
3,14,68.0521,88.6872,-15.6165
3,15,61.3800,91.8616,-14.9492
3,16,54.6684,94.6884,-14.1712
3,17,47.9295,97.1913,-13.2970
3,18,41.1688,99.3903,-12.3418
3,19,34.3871,101.3013,-11.3207
3,20,27.5815,102.9357,-10.2491
3,21,20.7467,104.3006,-9.1419
3,22,13.8760,105.3989,-8.0135
3,23,6.9626,106.2293,-6.8784
3,24,0.0000,106.7867,-5.7508
3,25,-7.0172,107.0621,-4.6453
3,26,-14.0925,107.0430,-3.5763
3,27,-21.2267,106.7136,-2.5584
3,28,-28.4174,106.0550,-1.6067
3,29,-35.6582,105.0455,-0.7362
3,30,-42.9379,103.6612,0.0382
3,31,-50.2398,101.8762,0.7017
3,32,-57.5410,99.6639,1.2400
3,33,-64.8116,96.9975,1.6393
3,34,-72.0148,93.8515,1.8873
3,35,-79.1059,90.2029,1.9732
3,36,-86.0326,86.0326,1.8884
3,37,-92.7355,81.3269,1.6276
3,38,-99.1485,76.0793,1.1892
3,39,-105.2000,70.2924,0.5760
3,40,-110.8147,63.9789,-0.2040
3,41,-115.9165,57.1637,-1.1373
3,42,-120.4310,49.8841,-2.2055
3,43,-124.2888,42.1904,-3.3850
3,44,-127.4294,34.1446,-4.6486
3,45,-129.8036,25.8195,-5.9664
3,46,-131.3758,17.2960,-7.3077
3,47,-132.1257,8.6600,-8.6421
3,48,-132.0483,0.0000,-9.9414
3,49,-131.1540,-8.5963,-11.1799
3,50,-129.4674,-17.0447,-12.3355
3,51,-127.0260,-25.2671,-13.3895
3,52,-123.8789,-33.1933,-14.3263
3,53,-120.0843,-40.7631,-15.1333
3,54,-115.7075,-47.9276,-15.8000
3,55,-110.8191,-54.6500,-16.3185
3,56,-105.4919,-60.9058,-16.6828
3,57,-99.7985,-66.6832,-16.8896
3,58,-93.8084,-71.9818,-16.9376
3,59,-87.5863,-76.8111,-16.8285
3,60,-81.1890,-81.1890,-16.5669
3,61,-74.6647,-85.1388,-16.1596
3,62,-68.0521,-88.6872,-15.6165
3,63,-61.3800,-91.8616,-14.9492
3,64,-54.6684,-94.6884,-14.1712
3,65,-47.9295,-97.1913,-13.2970
3,66,-41.1688,-99.3903,-12.3418
3,67,-34.3871,-101.3013,-11.3207
3,68,-27.5815,-102.9357,-10.2491
3,69,-20.7467,-104.3006,-9.1419
3,70,-13.8760,-105.3989,-8.0135
3,71,-6.9626,-106.2293,-6.8784
3,72,-0.0000,-106.7867,-5.7508
3,73,7.0172,-107.0621,-4.6453
3,74,14.0925,-107.0430,-3.5763
3,75,21.2267,-106.7136,-2.5584
3,76,28.4174,-106.0550,-1.6067
3,77,35.6582,-105.0455,-0.7362
3,78,42.9379,-103.6612,0.0382
3,79,50.2398,-101.8762,0.7017
3,80,57.5410,-99.6639,1.2400
3,81,64.8116,-96.9975,1.6393
3,82,72.0148,-93.8515,1.8873
3,83,79.1059,-90.2029,1.9732
3,84,86.0326,-86.0326,1.8884
3,85,92.7355,-81.3269,1.6276
3,86,99.1485,-76.0793,1.1892
3,87,105.2000,-70.2924,0.5760
3,88,110.8147,-63.9789,-0.2040
3,89,115.9165,-57.1637,-1.1373
3,90,120.4310,-49.8841,-2.2055
3,91,124.2888,-42.1904,-3.3850
3,92,127.4294,-34.1446,-4.6486
3,93,129.8036,-25.8195,-5.9664
3,94,131.3758,-17.2960,-7.3077
3,95,132.1257,-8.6600,-8.6421
4,0,131.3703,0.0000,-13.2506
4,1,130.3045,8.5406,-14.4921
4,2,128.4562,16.9116,-15.6276
4,3,125.8692,25.0369,-16.6394
4,4,122.5972,32.8498,-17.5136
4,5,118.7024,40.2940,-18.2406
4,6,114.2525,47.3249,-18.8136
4,7,109.3187,53.9100,-19.2286
4,8,103.9735,60.0291,-19.4838
4,9,98.2883,65.6741,-19.5791
4,10,92.3308,70.8479,-19.5166
4,11,86.1631,75.5630,-19.3002
4,12,79.8398,79.8398,-18.9361
4,13,73.4063,83.7038,-18.4324
4,14,66.8985,87.1838,-17.7993
4,15,60.3424,90.3088,-17.0488
4,16,53.7551,93.1065,-16.1945
4,17,47.1455,95.6017,-15.2509
4,18,40.5162,97.8148,-14.2331
4,19,33.8645,99.7616,-13.1564
4,20,27.1843,101.4532,-12.0362
4,21,20.4672,102.8955,-10.8876
4,22,13.7037,104.0899,-9.7253
4,23,6.8842,105.0331,-8.5642
4,24,0.0000,105.7178,-7.4188
4,25,-6.9563,106.1320,-6.3039
4,26,-13.9894,106.2601,-5.2346
4,27,-21.1011,106.0825,-4.2262
4,28,-28.2891,105.5764,-3.2941
4,29,-35.5462,104.7159,-2.4537
4,30,-42.8597,103.4724,-1.7206
4,31,-50.2101,101.8160,-1.1097
4,32,-57.5710,99.7160,-0.6353
4,33,-64.9083,97.1421,-0.3107
4,34,-72.1797,94.0664,-0.1475
4,35,-79.3353,90.4646,-0.1555
4,36,-86.3174,86.3174,-0.3417
4,37,-93.0614,81.6127,-0.7099
4,38,-99.4969,76.3467,-1.2599
4,39,-105.5488,70.5255,-1.9869
4,40,-111.1395,64.1664,-2.8810
4,41,-116.1915,57.2993,-3.9268
4,42,-120.6298,49.9665,-5.1035
4,43,-124.3863,42.2235,-6.3849
4,44,-127.4022,34.1373,-7.7412
4,45,-129.6315,25.7853,-9.1393
4,46,-131.0431,17.2522,-10.5453
4,47,-131.6222,8.6270,-11.9260
4,48,-131.3703,0.0000,-13.2506
4,49,-130.3045,-8.5406,-14.4921
4,50,-128.4562,-16.9116,-15.6276
4,51,-125.8692,-25.0369,-16.6394
4,52,-122.5972,-32.8498,-17.5136
4,53,-118.7024,-40.2940,-18.2406
4,54,-114.2525,-47.3249,-18.8136
4,55,-109.3187,-53.9100,-19.2286
4,56,-103.9735,-60.0291,-19.4838
4,57,-98.2883,-65.6741,-19.5791
4,58,-92.3308,-70.8479,-19.5166
4,59,-86.1631,-75.5630,-19.3002
4,60,-79.8398,-79.8398,-18.9361
4,61,-73.4063,-83.7038,-18.4324
4,62,-66.8985,-87.1838,-17.7993
4,63,-60.3424,-90.3088,-17.0488
4,64,-53.7551,-93.1065,-16.1945
4,65,-47.1455,-95.6017,-15.2509
4,66,-40.5162,-97.8148,-14.2331
4,67,-33.8645,-99.7616,-13.1564
4,68,-27.1843,-101.4532,-12.0362
4,69,-20.4672,-102.8955,-10.8876
4,70,-13.7037,-104.0899,-9.7253
4,71,-6.8842,-105.0331,-8.5642
4,72,-0.0000,-105.7178,-7.4188
4,73,6.9563,-106.1320,-6.3039
4,74,13.9894,-106.2601,-5.2346
4,75,21.1011,-106.0825,-4.2262
4,76,28.2891,-105.5764,-3.2941
4,77,35.5462,-104.7159,-2.4537
4,78,42.8597,-103.4724,-1.7206
4,79,50.2101,-101.8160,-1.1097
4,80,57.5710,-99.7160,-0.6353
4,81,64.9083,-97.1421,-0.3107
4,82,72.1797,-94.0664,-0.1475
4,83,79.3353,-90.4646,-0.1555
4,84,86.3174,-86.3174,-0.3417
4,85,93.0614,-81.6127,-0.7099
4,86,99.4969,-76.3467,-1.2599
4,87,105.5488,-70.5255,-1.9869
4,88,111.1395,-64.1664,-2.8810
4,89,116.1915,-57.2993,-3.9268
4,90,120.6298,-49.9665,-5.1035
4,91,124.3863,-42.2235,-6.3849
4,92,127.4022,-34.1373,-7.7412
4,93,129.6315,-25.7853,-9.1393
4,94,131.0431,-17.2522,-10.5453
4,95,131.6222,-8.6270,-11.9260
5,0,130.4891,0.0000,-16.5310
5,1,129.2445,8.4711,-17.7767
5,2,127.2289,16.7500,-18.8919
5,3,124.4927,24.7631,-19.8593
5,4,121.0952,32.4474,-20.6672
5,5,117.1023,39.7509,-21.3088
5,6,112.5838,46.6337,-21.7813
5,7,107.6115,53.0681,-22.0849
5,8,102.2570,59.0381,-22.2219
5,9,96.5897,64.5391,-22.1964
5,10,90.6749,69.5773,-22.0137
5,11,84.5720,74.1676,-21.6803
5,12,78.3327,78.3327,-21.2043
5,13,71.9997,82.0999,-20.5949
5,14,65.6063,85.4998,-19.8630
5,15,59.1760,88.5631,-19.0209
5,16,52.7230,91.3188,-18.0821
5,17,46.2535,93.7929,-17.0612
5,18,39.7672,96.0065,-15.9731
5,19,33.2584,97.9760,-14.8332
5,20,26.7178,99.7121,-13.6569
5,21,20.1340,101.2203,-12.4594
5,22,13.4945,102.5009,-11.2560
5,23,6.7870,103.5493,-10.0617
5,24,0.0000,104.3558,-8.8918
5,25,-6.8759,104.9062,-7.7617
5,26,-13.8474,105.1818,-6.6871
5,27,-20.9176,105.1596,-5.6840
5,28,-28.0846,104.8130,-4.7687
5,29,-35.3411,104.1115,-3.9575
5,30,-42.6732,103.0223,-3.2664
5,31,-50.0595,101.5105,-2.7110
5,32,-57.4700,99.5410,-2.3055
5,33,-64.8664,97.0794,-2.0631
5,34,-72.2012,94.0944,-1.9946
5,35,-79.4186,90.5595,-2.1085
5,36,-86.4549,86.4549,-2.4099
5,37,-93.2399,81.7692,-2.9007
5,38,-99.6979,76.5009,-3.5781
5,39,-105.7498,70.6598,-4.4350
5,40,-111.3150,64.2678,-5.4589
5,41,-116.3142,57.3598,-6.6317
5,42,-120.6722,49.9840,-7.9299
5,43,-124.3215,42.2015,-9.3247
5,44,-127.2056,34.0846,-10.7833
5,45,-129.2820,25.7158,-12.2695
5,46,-130.5244,17.1839,-13.7464
5,47,-130.9239,8.5812,-15.1780
5,48,-130.4891,0.0000,-16.5310
5,49,-129.2445,-8.4711,-17.7767
5,50,-127.2289,-16.7500,-18.8919
5,51,-124.4927,-24.7631,-19.8593
5,52,-121.0952,-32.4474,-20.6672
5,53,-117.1023,-39.7509,-21.3088
5,54,-112.5838,-46.6337,-21.7813
5,55,-107.6115,-53.0681,-22.0849
5,56,-102.2570,-59.0381,-22.2219
5,57,-96.5897,-64.5391,-22.1964
5,58,-90.6749,-69.5773,-22.0137
5,59,-84.5720,-74.1676,-21.6803
5,60,-78.3327,-78.3327,-21.2043
5,61,-71.9997,-82.0999,-20.5949
5,62,-65.6063,-85.4998,-19.8630
5,63,-59.1760,-88.5631,-19.0209
5,64,-52.7230,-91.3188,-18.0821
5,65,-46.2535,-93.7929,-17.0612
5,66,-39.7672,-96.0065,-15.9731
5,67,-33.2584,-97.9760,-14.8332
5,68,-26.7178,-99.7121,-13.6569
5,69,-20.1340,-101.2203,-12.4594
5,70,-13.4945,-102.5009,-11.2560
5,71,-6.7870,-103.5493,-10.0617
5,72,-0.0000,-104.3558,-8.8918
5,73,6.8759,-104.9062,-7.7617
5,74,13.8474,-105.1818,-6.6871
5,75,20.9176,-105.1596,-5.6840
5,76,28.0846,-104.8130,-4.7687
5,77,35.3411,-104.1115,-3.9575
5,78,42.6732,-103.0223,-3.2664
5,79,50.0595,-101.5105,-2.7110
5,80,57.4700,-99.5410,-2.3055
5,81,64.8664,-97.0794,-2.0631
5,82,72.2012,-94.0944,-1.9946
5,83,79.4186,-90.5595,-2.1085
5,84,86.4549,-86.4549,-2.4099
5,85,93.2399,-81.7692,-2.9007
5,86,99.6979,-76.5009,-3.5781
5,87,105.7498,-70.6598,-4.4350
5,88,111.3150,-64.2678,-5.4589
5,89,116.3142,-57.3598,-6.6317
5,90,120.6722,-49.9840,-7.9299
5,91,124.3215,-42.2015,-9.3247
5,92,127.2056,-34.0846,-10.7833
5,93,129.2820,-25.7158,-12.2695
5,94,130.5244,-17.1839,-13.7464
5,95,130.9239,-8.5812,-15.1780
6,0,129.4064,0.0000,-19.7490
6,1,127.9756,8.3880,-20.9992
6,2,125.7870,16.5602,-22.0926
6,3,122.8984,24.4460,-23.0128
6,4,119.3748,31.9864,-23.7501
6,5,115.2860,39.1343,-24.3008
6,6,110.7040,45.8551,-24.6661
6,7,105.7006,52.1258,-24.8508
6,8,100.3459,57.9347,-24.8617
6,9,94.7068,63.2811,-24.7069
6,10,88.8455,68.1736,-24.3954
6,11,82.8181,72.6295,-23.9364
6,12,76.6732,76.6732,-23.3400
6,13,70.4508,80.3338,-22.6167
6,14,64.1815,83.6429,-21.7780
6,15,57.8863,86.6330,-20.8366
6,16,51.5773,89.3345,-19.8059
6,17,45.2582,91.7746,-18.7004
6,18,38.9260,93.9757,-17.5348
6,19,32.5723,95.9548,-16.3244
6,20,26.1848,97.7231,-15.0847
6,21,19.7492,99.2860,-13.8310
6,22,13.2499,100.6432,-12.5790
6,23,6.6716,101.7888,-11.3441
6,24,0.0000,102.7116,-10.1424
6,25,-6.7769,103.3950,-8.9900
6,26,-13.6679,103.8178,-7.9037
6,27,-20.6777,103.9536,-6.9004
6,28,-27.8056,103.7720,-5.9976
6,29,-35.0447,103.2384,-5.2126
6,30,-42.3804,102.3153,-4.5625
6,31,-49.7894,100.9628,-4.0635
6,32,-57.2390,99.1408,-3.7304
6,33,-64.6866,96.8104,-3.5763
6,34,-72.0797,93.9361,-3.6112
6,35,-79.3562,90.4884,-3.8424
6,36,-86.4461,86.4461,-4.2730
6,37,-93.2724,81.7977,-4.9021
6,38,-99.7537,76.5437,-5.7242
6,39,-105.8058,70.6972,-6.7287
6,40,-111.3445,64.2848,-7.8997
6,41,-116.2884,57.3471,-9.2160
6,42,-120.5618,49.9383,-10.6507
6,43,-124.0979,42.1256,-12.1718
6,44,-126.8428,33.9874,-13.7431
6,45,-128.7578,25.6115,-15.3257
6,46,-129.8219,17.0914,-16.8795
6,47,-130.0327,8.5228,-18.3657
6,48,-129.4064,0.0000,-19.7490
6,49,-127.9756,-8.3880,-20.9992
6,50,-125.7870,-16.5602,-22.0926
6,51,-122.8984,-24.4460,-23.0128
6,52,-119.3748,-31.9864,-23.7501
6,53,-115.2860,-39.1343,-24.3008
6,54,-110.7040,-45.8551,-24.6661
6,55,-105.7006,-52.1258,-24.8508
6,56,-100.3459,-57.9347,-24.8617
6,57,-94.7068,-63.2811,-24.7069
6,58,-88.8455,-68.1736,-24.3954
6,59,-82.8181,-72.6295,-23.9364
6,60,-76.6732,-76.6732,-23.3400
6,61,-70.4508,-80.3338,-22.6167
6,62,-64.1815,-83.6429,-21.7780
6,63,-57.8863,-86.6330,-20.8366
6,64,-51.5773,-89.3345,-19.8059
6,65,-45.2582,-91.7746,-18.7004
6,66,-38.9260,-93.9757,-17.5348
6,67,-32.5723,-95.9548,-16.3244
6,68,-26.1848,-97.7231,-15.0847
6,69,-19.7492,-99.2860,-13.8310
6,70,-13.2499,-100.6432,-12.5790
6,71,-6.6716,-101.7888,-11.3441
6,72,-0.0000,-102.7116,-10.1424
6,73,6.7769,-103.3950,-8.9900
6,74,13.6679,-103.8178,-7.9037
6,75,20.6777,-103.9536,-6.9004
6,76,27.8056,-103.7720,-5.9976
6,77,35.0447,-103.2384,-5.2126
6,78,42.3804,-102.3153,-4.5625
6,79,49.7894,-100.9628,-4.0635
6,80,57.2390,-99.1408,-3.7304
6,81,64.6866,-96.8104,-3.5763
6,82,72.0797,-93.9361,-3.6112
6,83,79.3562,-90.4884,-3.8424
6,84,86.4461,-86.4461,-4.2730
6,85,93.2724,-81.7977,-4.9021
6,86,99.7537,-76.5437,-5.7242
6,87,105.8058,-70.6972,-6.7287
6,88,111.3445,-64.2848,-7.8997
6,89,116.2884,-57.3471,-9.2160
6,90,120.5618,-49.9383,-10.6507
6,91,124.0979,-42.1256,-12.1718
6,92,126.8428,-33.9874,-13.7431
6,93,128.7578,-25.6115,-15.3257
6,94,129.8219,-17.0914,-16.8795
6,95,130.0327,-8.5228,-18.3657
