phi_deg,phi_idx,layer,theta_idx,R_cm,Z_cm
45.000,12,LCFS,54,120.2276,8.9035
45.000,12,LCFS,55,121.0150,8.2302
45.000,12,LCFS,56,121.6212,7.2180
45.000,12,LCFS,57,122.0366,5.8885
45.000,12,LCFS,58,122.2532,4.2730
45.000,12,LCFS,59,122.2658,2.4099
45.000,12,LCFS,60,122.0712,0.3417
45.000,12,LCFS,61,121.6684,-1.8884
45.000,12,LCFS,62,121.0573,-4.2388
45.000,12,LCFS,63,120.2373,-6.6709
45.000,12,plasma_edge,0,123.7543,-11.2290
45.000,12,plasma_edge,1,122.3563,-14.0329
45.000,12,plasma_edge,2,120.7153,-16.8190
45.000,12,plasma_edge,3,118.8248,-19.5586
45.000,12,plasma_edge,4,116.6807,-22.2202
45.000,12,plasma_edge,5,114.2849,-24.7692
45.000,12,plasma_edge,6,111.6474,-27.1693
45.000,12,plasma_edge,7,108.7884,-29.3837
45.000,12,plasma_edge,8,105.7403,-31.3781
45.000,12,plasma_edge,9,102.5464,-33.1232
45.000,12,plasma_edge,10,99.2603,-34.5966
45.000,12,plasma_edge,11,95.9429,-35.7846
45.000,12,plasma_edge,12,92.6581,-36.6819
45.000,12,plasma_edge,13,89.4683,-37.2916
45.000,12,plasma_edge,14,86.4289,-37.6226
45.000,12,plasma_edge,15,83.5827,-37.6868
45.000,12,plasma_edge,16,80.9547,-37.4938
45.000,12,plasma_edge,17,78.5491,-37.0424
45.000,12,plasma_edge,18,76.3545,-36.3086
45.000,12,plasma_edge,19,74.3654,-35.2336
45.000,12,plasma_edge,20,72.6369,-33.7390
45.000,12,plasma_edge,21,71.3306,-31.8205
45.000,12,plasma_edge,22,70.6235,-29.6687
45.000,12,plasma_edge,23,70.5136,-27.5804
45.000,12,plasma_edge,24,70.8321,-25.7279
45.000,12,plasma_edge,25,71.4089,-24.1204
45.000,12,plasma_edge,26,72.1439,-22.6986
45.000,12,plasma_edge,27,72.9919,-21.3981
45.000,12,plasma_edge,28,73.9376,-20.1668
45.000,12,plasma_edge,29,74.9802,-18.9650
45.000,12,plasma_edge,30,76.1248,-17.7633
45.000,12,plasma_edge,31,77.3776,-16.5401
45.000,12,plasma_edge,32,78.7429,-15.2807
45.000,12,plasma_edge,33,80.2215,-13.9757
45.000,12,plasma_edge,34,81.8103,-12.6199
45.000,12,plasma_edge,35,83.5026,-11.2109
45.000,12,plasma_edge,36,85.2890,-9.7479
45.000,12,plasma_edge,37,87.1584,-8.2308
45.000,12,plasma_edge,38,89.0986,-6.6606
45.000,12,plasma_edge,39,91.0964,-5.0389
45.000,12,plasma_edge,40,93.1382,-3.3697
45.000,12,plasma_edge,41,95.2089,-1.6594
45.000,12,plasma_edge,42,97.2929,0.0815
45.000,12,plasma_edge,43,99.3739,1.8384
45.000,12,plasma_edge,44,101.4362,3.5919
45.000,12,plasma_edge,45,103.4660,5.3189
45.000,12,plasma_edge,46,105.4534,6.9926
45.000,12,plasma_edge,47,107.3946,8.5842
45.000,12,plasma_edge,48,109.2953,10.0639
45.000,12,plasma_edge,49,111.1759,11.4023
45.000,12,plasma_edge,50,113.0818,12.5686
45.000,12,plasma_edge,51,115.0991,13.5173
45.000,12,plasma_edge,52,117.3656,14.1420
45.000,12,plasma_edge,53,119.9872,14.1758
45.000,12,plasma_edge,54,122.7084,13.2446
45.000,12,plasma_edge,55,124.8683,11.4164
45.000,12,plasma_edge,56,126.2041,9.2173
45.000,12,plasma_edge,57,126.9253,6.9376
45.000,12,plasma_edge,58,127.2424,4.6017
45.000,12,plasma_edge,59,127.2604,2.1787
45.000,12,plasma_edge,60,127.0236,-0.3465
45.000,12,plasma_edge,61,126.5503,-2.9690
45.000,12,plasma_edge,62,125.8474,-5.6722
45.000,12,plasma_edge,63,124.9162,-8.4336
45.000,12,W_outer,0,123.9362,-11.3121
45.000,12,W_outer,1,122.5320,-14.1284
45.000,12,W_outer,2,120.8839,-16.9267
45.000,12,W_outer,3,118.9850,-19.6783
45.000,12,W_outer,4,116.8315,-22.3516
45.000,12,W_outer,5,114.4252,-24.9118
45.000,12,W_outer,6,111.7760,-27.3225
45.000,12,W_outer,7,108.9045,-29.5465
45.000,12,W_outer,8,105.8430,-31.5497
45.000,12,W_outer,9,102.6353,-33.3023
45.000,12,W_outer,10,99.3351,-34.7821
45.000,12,W_outer,11,96.0031,-35.9753
45.000,12,W_outer,12,92.7034,-36.8767
45.000,12,W_outer,13,89.4982,-37.4893
45.000,12,W_outer,14,86.4425,-37.8221
45.000,12,W_outer,15,83.5783,-37.8868
45.000,12,W_outer,16,80.9297,-37.6922
45.000,12,W_outer,17,78.5001,-37.2363
45.000,12,W_outer,18,76.2765,-36.4928
45.000,12,W_outer,19,74.2536,-35.3994
45.000,12,W_outer,20,72.4888,-33.8734
45.000,12,W_outer,21,71.1514,-31.9093
45.000,12,W_outer,22,70.4268,-29.7046
45.000,12,W_outer,23,70.3141,-27.5670
45.000,12,W_outer,24,70.6390,-25.6756
45.000,12,W_outer,25,71.2260,-24.0396
45.000,12,W_outer,26,71.9715,-22.5973
45.000,12,W_outer,27,72.8290,-21.2821
45.000,12,W_outer,28,73.7829,-20.0400
45.000,12,W_outer,29,74.8324,-18.8303
45.000,12,W_outer,30,75.9826,-17.6226
45.000,12,W_outer,31,77.2400,-16.3949
45.000,12,W_outer,32,78.6090,-15.1321
45.000,12,W_outer,33,80.0905,-13.8246
45.000,12,W_outer,34,81.6814,-12.4670
45.000,12,W_outer,35,83.3752,-11.0567
45.000,12,W_outer,36,85.1626,-9.5929
45.000,12,W_outer,37,87.0325,-8.0755
45.000,12,W_outer,38,88.9726,-6.5052
45.000,12,W_outer,39,90.9701,-4.8839
45.000,12,W_outer,40,93.0112,-3.2151
45.000,12,W_outer,41,95.0811,-1.5055
45.000,12,W_outer,42,97.1642,0.2347
45.000,12,W_outer,43,99.2446,1.9910
45.000,12,W_outer,44,101.3066,3.7443
45.000,12,W_outer,45,103.3368,5.4716
45.000,12,W_outer,46,105.3256,7.1464
45.000,12,W_outer,47,107.2696,8.7403
45.000,12,W_outer,48,109.1756,10.2241
45.000,12,W_outer,49,111.0652,11.5689
45.000,12,W_outer,50,112.9859,12.7440
45.000,12,W_outer,51,115.0276,13.7041
45.000,12,W_outer,52,117.3341,14.3395
45.000,12,W_outer,53,120.0159,14.3737
45.000,12,W_outer,54,122.8076,13.4183
45.000,12,W_outer,55,125.0225,11.5438
45.000,12,W_outer,56,126.3874,9.2973
45.000,12,W_outer,57,127.1208,6.9795
45.000,12,W_outer,58,127.4420,4.6149
45.000,12,W_outer,59,127.4602,2.1695
45.000,12,W_outer,60,127.2217,-0.3740
45.000,12,W_outer,61,126.7455,-3.0123
45.000,12,W_outer,62,126.0390,-5.7295
45.000,12,W_outer,63,125.1034,-8.5042
45.000,12,steel_outer,0,127.3922,-12.8920
45.000,12,steel_outer,1,125.8707,-15.9431
45.000,12,steel_outer,2,124.0860,-18.9727
45.000,12,steel_outer,3,122.0297,-21.9520
45.000,12,steel_outer,4,119.6969,-24.8475
45.000,12,steel_outer,5,117.0896,-27.6212
45.000,12,steel_outer,6,114.2194,-30.2327
45.000,12,steel_outer,7,111.1095,-32.6413
45.000,12,steel_outer,8,107.7958,-34.8095
45.000,12,steel_outer,9,104.3256,-36.7057
45.000,12,steel_outer,10,100.7554,-38.3067
45.000,12,steel_outer,11,97.1476,-39.5988
45.000,12,steel_outer,12,93.5652,-40.5777
45.000,12,steel_outer,13,90.0665,-41.2466
45.000,12,steel_outer,14,86.6991,-41.6134
45.000,12,steel_outer,15,83.4931,-41.6858
45.000,12,steel_outer,16,80.4555,-41.4625
45.000,12,steel_outer,17,77.5679,-40.9202
45.000,12,steel_outer,18,74.7954,-39.9923
45.000,12,steel_outer,19,72.1279,-38.5492
45.000,12,steel_outer,20,69.6749,-36.4272
45.000,12,steel_outer,21,67.7471,-33.5977
45.000,12,steel_outer,22,66.6884,-30.3864
45.000,12,steel_outer,23,66.5225,-27.3140
45.000,12,steel_outer,24,66.9712,-24.6824
45.000,12,steel_outer,25,67.7501,-22.5039
45.000,12,steel_outer,26,68.6949,-20.6728
45.000,12,steel_outer,27,69.7339,-19.0775
45.000,12,steel_outer,28,70.8440,-17.6312
45.000,12,steel_outer,29,72.0240,-16.2704
45.000,12,steel_outer,30,73.2816,-14.9497
45.000,12,steel_outer,31,74.6261,-13.6368
45.000,12,steel_outer,32,76.0647,-12.3096
45.000,12,steel_outer,33,77.6008,-10.9538
45.000,12,steel_outer,34,79.2330,-9.5609
45.000,12,steel_outer,35,80.9560,-8.1262
45.000,12,steel_outer,36,82.7617,-6.6474
45.000,12,steel_outer,37,84.6400,-5.1232
45.000,12,steel_outer,38,86.5799,-3.5531
45.000,12,steel_outer,39,88.5700,-1.9378
45.000,12,steel_outer,40,90.5985,-0.2793
45.000,12,steel_outer,41,92.6530,1.4175
45.000,12,steel_outer,42,94.7205,3.1447
45.000,12,steel_outer,43,96.7882,4.8903
45.000,12,steel_outer,44,98.8446,6.6389
45.000,12,steel_outer,45,100.8815,8.3718
45.000,12,steel_outer,46,102.8962,10.0685
45.000,12,steel_outer,47,104.8957,11.7076
45.000,12,steel_outer,48,106.9018,13.2688
45.000,12,steel_outer,49,108.9609,14.7331
45.000,12,steel_outer,50,111.1627,16.0781
45.000,12,steel_outer,51,113.6692,17.2530
45.000,12,steel_outer,52,116.7360,18.0921
45.000,12,steel_outer,53,120.5611,18.1344
45.000,12,steel_outer,54,124.6930,16.7176
45.000,12,steel_outer,55,127.9510,13.9653
45.000,12,steel_outer,56,129.8704,10.8167
45.000,12,steel_outer,57,130.8362,7.7769
45.000,12,steel_outer,58,131.2337,4.8647
45.000,12,steel_outer,59,131.2561,1.9937
45.000,12,steel_outer,60,130.9855,-0.8970
45.000,12,steel_outer,61,130.4557,-3.8335
45.000,12,steel_outer,62,129.6795,-6.8190
45.000,12,steel_outer,63,128.6594,-9.8438
45.000,12,Be_outer,0,129.2111,-13.7236
45.000,12,Be_outer,1,127.6279,-16.8982
45.000,12,Be_outer,2,125.7714,-20.0495
45.000,12,Be_outer,3,123.6322,-23.1487
45.000,12,Be_outer,4,121.2050,-26.1611
45.000,12,Be_outer,5,118.4920,-29.0472
45.000,12,Be_outer,6,115.5054,-31.7644
45.000,12,Be_outer,7,112.2701,-34.2702
45.000,12,Be_outer,8,108.8236,-36.5252
45.000,12,Be_outer,9,105.2152,-38.4970
45.000,12,Be_outer,10,101.5030,-40.1617
45.000,12,Be_outer,11,97.7500,-41.5060
45.000,12,Be_outer,12,94.0188,-42.5256
45.000,12,Be_outer,13,90.3657,-43.2241
45.000,12,Be_outer,14,86.8342,-43.6089
45.000,12,Be_outer,15,83.4483,-43.6853
45.000,12,Be_outer,16,80.2060,-43.4469
45.000,12,Be_outer,17,77.0772,-42.8591
45.000,12,Be_outer,18,74.0158,-41.8341
45.000,12,Be_outer,19,71.0091,-40.2071
45.000,12,Be_outer,20,68.1939,-37.7713
45.000,12,Be_outer,21,65.9553,-34.4863
45.000,12,Be_outer,22,64.7209,-30.7452
45.000,12,Be_outer,23,64.5270,-27.1809
45.000,12,Be_outer,24,65.0407,-24.1596
45.000,12,Be_outer,25,65.9207,-21.6957
45.000,12,Be_outer,26,66.9703,-19.6599
45.000,12,Be_outer,27,68.1048,-17.9172
45.000,12,Be_outer,28,69.2971,-16.3634
45.000,12,Be_outer,29,70.5459,-14.9231
45.000,12,Be_outer,30,71.8600,-13.5429
45.000,12,Be_outer,31,73.2503,-12.1852
45.000,12,Be_outer,32,74.7256,-10.8240
45.000,12,Be_outer,33,76.2904,-9.4429
45.000,12,Be_outer,34,77.9443,-8.0314
45.000,12,Be_outer,35,79.6828,-6.5839
45.000,12,Be_outer,36,81.4981,-5.0972
45.000,12,Be_outer,37,83.3807,-3.5694
45.000,12,Be_outer,38,85.3205,-1.9994
45.000,12,Be_outer,39,87.3068,-0.3872
45.000,12,Be_outer,40,89.3287,1.2659
45.000,12,Be_outer,41,91.3750,2.9560
45.000,12,Be_outer,42,93.4343,4.6762
45.000,12,Be_outer,43,95.4953,6.4163
45.000,12,Be_outer,44,97.5488,8.1623
45.000,12,Be_outer,45,99.5892,9.8983
45.000,12,Be_outer,46,101.6176,11.6064
45.000,12,Be_outer,47,103.6463,13.2693
45.000,12,Be_outer,48,105.7050,14.8712
45.000,12,Be_outer,49,107.8534,16.3984
45.000,12,Be_outer,50,110.2031,17.8328
45.000,12,Be_outer,51,112.9543,19.1208
45.000,12,Be_outer,52,116.4211,20.0672
45.000,12,Be_outer,53,120.8481,20.1137
45.000,12,Be_outer,54,125.6853,18.4540
45.000,12,Be_outer,55,129.4924,15.2398
45.000,12,Be_outer,56,131.7036,11.6164
45.000,12,Be_outer,57,132.7917,8.1965
45.000,12,Be_outer,58,133.2294,4.9962
45.000,12,Be_outer,59,133.2540,1.9012
45.000,12,Be_outer,60,132.9665,-1.1723
45.000,12,Be_outer,61,132.4085,-4.2658
45.000,12,Be_outer,62,131.5955,-7.3924
45.000,12,Be_outer,63,130.5310,-10.5489
45.000,12,FLiBe_outer,0,174.6847,-34.5119
45.000,12,FLiBe_outer,1,171.5583,-40.7755
45.000,12,FLiBe_outer,2,167.9051,-46.9707
45.000,12,FLiBe_outer,3,163.6939,-53.0663
45.000,12,FLiBe_outer,4,158.9072,-59.0023
45.000,12,FLiBe_outer,5,153.5504,-64.6970
45.000,12,FLiBe_outer,6,147.6558,-70.0575
45.000,12,FLiBe_outer,7,141.2838,-74.9912
45.000,12,FLiBe_outer,8,134.5181,-79.4181
45.000,12,FLiBe_outer,9,127.4552,-83.2784
45.000,12,FLiBe_outer,10,120.1917,-86.5377
45.000,12,FLiBe_outer,11,112.8089,-89.1844
45.000,12,FLiBe_outer,12,105.3578,-91.2229
45.000,12,FLiBe_outer,13,97.8439,-92.6617
45.000,12,FLiBe_outer,14,90.2117,-93.4947
45.000,12,FLiBe_outer,15,82.3281,-93.6728
45.000,12,FLiBe_outer,16,73.9669,-93.0561
45.000,12,FLiBe_outer,17,64.8113,-91.3312
45.000,12,FLiBe_outer,18,54.5270,-87.8795
45.000,12,FLiBe_outer,19,43.0399,-81.6525
45.000,12,FLiBe_outer,20,31.1686,-71.3738
45.000,12,FLiBe_outer,21,21.1615,-56.7013
45.000,12,FLiBe_outer,22,15.5323,-39.7165
45.000,12,FLiBe_outer,23,14.6379,-23.8520
45.000,12,FLiBe_outer,24,16.7789,-11.0904
45.000,12,FLiBe_outer,25,20.1855,-1.4895
45.000,12,FLiBe_outer,26,23.8570,5.6628
45.000,12,FLiBe_outer,27,27.3791,11.0899
45.000,12,FLiBe_outer,28,30.6264,15.3317
45.000,12,FLiBe_outer,29,33.5936,18.7597
45.000,12,FLiBe_outer,30,36.3201,21.6269
45.000,12,FLiBe_outer,31,38.8562,24.1060
45.000,12,FLiBe_outer,32,41.2482,26.3144
45.000,12,FLiBe_outer,33,43.5312,28.3306
45.000,12,FLiBe_outer,34,45.7280,30.2061
45.000,12,FLiBe_outer,35,47.8511,31.9744
45.000,12,FLiBe_outer,36,49.9071,33.6586
45.000,12,FLiBe_outer,37,51.9003,35.2762
45.000,12,FLiBe_outer,38,53.8368,36.8436
45.000,12,FLiBe_outer,39,55.7264,38.3772
45.000,12,FLiBe_outer,40,57.5833,39.8953
45.000,12,FLiBe_outer,41,59.4263,41.4174
45.000,12,FLiBe_outer,42,61.2794,42.9654
45.000,12,FLiBe_outer,43,63.1742,44.5652
45.000,12,FLiBe_outer,44,65.1543,46.2490
45.000,12,FLiBe_outer,45,67.2825,48.0595
45.000,12,FLiBe_outer,46,69.6528,50.0544
45.000,12,FLiBe_outer,47,72.4103,52.3117
45.000,12,FLiBe_outer,48,75.7864,54.9321
45.000,12,FLiBe_outer,49,80.1660,58.0326
45.000,12,FLiBe_outer,50,86.2133,61.7019
45.000,12,FLiBe_outer,51,95.0809,65.8171
45.000,12,FLiBe_outer,52,108.5507,69.4439
45.000,12,FLiBe_outer,53,128.0223,69.5964
45.000,12,FLiBe_outer,54,150.4933,61.8656
45.000,12,FLiBe_outer,55,168.0261,47.1012
45.000,12,FLiBe_outer,56,177.5324,31.6092
45.000,12,FLiBe_outer,57,181.6786,18.6878
45.000,12,FLiBe_outer,58,183.1212,8.2835
45.000,12,FLiBe_outer,59,183.2005,-0.4111
45.000,12,FLiBe_outer,60,182.4906,-8.0542
45.000,12,FLiBe_outer,61,181.2267,-15.0722
45.000,12,FLiBe_outer,62,179.4967,-21.7269
45.000,12,FLiBe_outer,63,177.3206,-28.1765
45.000,12,shield_outer,0,211.0636,-51.1425
45.000,12,shield_outer,1,206.7025,-59.8774
45.000,12,shield_outer,2,201.6121,-68.5076
45.000,12,shield_outer,3,195.7432,-77.0004
45.000,12,shield_outer,4,189.0690,-85.2752
45.000,12,shield_outer,5,181.5971,-93.2168
45.000,12,shield_outer,6,173.3760,-100.6919
45.000,12,shield_outer,7,164.4948,-107.5681
45.000,12,shield_outer,8,155.0736,-113.7323
45.000,12,shield_outer,9,145.2472,-119.1036
45.000,12,shield_outer,10,135.1427,-123.6385
45.000,12,shield_outer,11,124.8561,-127.3271
45.000,12,shield_outer,12,114.4290,-130.1807
45.000,12,shield_outer,13,103.8264,-132.2118
45.000,12,shield_outer,14,92.9137,-133.4033
45.000,12,shield_outer,15,81.4319,-133.6627
45.000,12,shield_outer,16,68.9756,-132.7435
45.000,12,shield_outer,17,54.9985,-130.1089
45.000,12,shield_outer,18,38.9359,-124.7159
45.000,12,shield_outer,19,20.6645,-114.8088
45.000,12,shield_outer,20,1.5483,-98.2557
45.000,12,shield_outer,21,-14.6736,-74.4734
45.000,12,shield_outer,22,-23.8186,-46.8935
45.000,12,shield_outer,23,-25.2734,-21.1890
45.000,12,shield_outer,24,-21.8305,-0.6351
45.000,12,shield_outer,25,-16.4027,14.6754
45.000,12,shield_outer,26,-10.6337,25.9209
45.000,12,shield_outer,27,-5.2015,34.2957
45.000,12,shield_outer,28,-0.3102,40.6877
45.000,12,shield_outer,29,4.0318,45.7059
45.000,12,shield_outer,30,7.8881,49.7627
45.000,12,shield_outer,31,11.3409,53.1389
45.000,12,shield_outer,32,14.4663,56.0251
45.000,12,shield_outer,33,17.3238,58.5494
45.000,12,shield_outer,34,19.9549,60.7961
45.000,12,shield_outer,35,22.3858,62.8211
45.000,12,shield_outer,36,24.6343,64.6632
45.000,12,shield_outer,37,26.7159,66.3527
45.000,12,shield_outer,38,28.6499,67.9179
45.000,12,shield_outer,39,30.4622,69.3888
