ID,nfp,symmetry_class,aspect,a,R0,n_coils,nc_per_hp,qs_error,d_min,d_min_over_a,d_min_over_R0,d_min_per_coil_min,d_min_per_coil_max
253015,5,QA,20.0000007404,0.0499999994,1.013731826152462,10,1,-3.7616412961,0.1549559362349895,3.0991187618892146,0.15285693142644277,0.1549559362349895,0.15550970887360022
253057,5,QA,20.0000031494,0.0499999974,1.018643909541483,10,1,-3.1921260784,0.18473033538590675,3.6946068998376935,0.1813492758907855,0.18473033538590675,0.18508746807057713
254241,5,QA,10.00019524,0.0999993492,1.013528553807059,10,1,-1.826632924,0.19073191205903375,1.9073315335039576,0.1881860272634633,0.19073191205903375,0.19089482071119873
254453,5,QA,5.0011014078,0.1999853167,0.9992629720395265,10,1,-1.2987131249,0.1709226345530847,0.8546759200801101,0.17104870222923035,0.1709226345530847,0.17112293476326196
254674,5,QA,20.0000029551,0.0499999975,1.014073444628157,10,1,-3.0146686567,0.19289879846619468,3.857976162222702,0.19022172357242556,0.19289879846619468,0.19319530429483037
254758,5,QA,20.0000078141,0.0499999935,1.013075746296901,10,1,-2.7711056203,0.1754663297347183,3.5093270509068826,0.17320158968971563,0.1754663297347183,0.1758961589279763
255357,5,QA,4.0033907025,0.2499243042,1.005873072372105,10,1,-1.0581430542,0.11808134192418299,0.47246842319780674,0.11739189085330329,0.11808134192418299,0.11851547645847667
255378,5,QA,4.0024705621,0.249944102,1.014525678691072,10,1,-1.1084160799,0.12338367368179226,0.49364506981561923,0.12161710272428028,0.12338367368179226,0.12375313240838791
257019,5,QA,20.000013125,0.0499999891,1.012279816593976,10,1,-2.6745983486,0.19720139714069804,3.9440288026122396,0.19480917618630664,0.19720139714069804,0.1974927652372774
257740,5,QA,20.0000491233,0.0499999591,1.006319574076673,10,1,-2.3304631113,0.20498059414914094,4.0996152364680825,0.2036933390043779,0.20498059414914094,0.20510482368793861
258167,5,QA,20.0000168133,0.049999986,1.010640079663369,10,1,-2.6005402334,0.19438888096466622,3.8877787078713624,0.1923423431113227,0.19438888096466622,0.19510465059401347
258461,5,QA,20.0001627635,0.0499998644,1.002228595488987,10,1,-2.009925465,0.21591653478579054,4.318342407060419,0.21543641416501885,0.21591653478579054,0.21598800364316828
260092,5,QA,20.0012690366,0.0499969322,1.004187316942835,10,1,-2.3167795173,0.19001818063306503,3.8005968020786893,0.18922583210028943,0.19001818063306503,0.1901231644387273
260277,5,QA,5.001109273,0.1999852119,1.025788002184285,10,1,-1.2756274739,0.14282941569187768,0.7141998867561151,0.1392387270934546,0.14282941569187768,0.14318542769368522
260407,5,QA,20.0016653189,0.0499959061,1.003699699692176,10,1,-2.4336501326,0.13854313140576194,2.771089519382907,0.1380324527826915,0.13854313140576194,0.13930712642593282
260624,5,QA,19.9999996987,0.0500000003,1.016784815595243,20,2,-3.1393287115,0.11426069883333338,2.285213962955384,0.11237451334916251,0.11426069883333338,0.18922535364085225
260855,5,QA,20.0000000672,0.0499999999,1.013602805910593,20,2,-3.7088770463,0.10737591740380631,2.1475183523711627,0.10593490544586913,0.10737591740380631,0.31979064004892366
261310,5,QA,20.0000001689,0.0499999999,1.013854013748579,20,2,-3.691569931,0.11552898111076351,2.3105796268364296,0.11395031192273113,0.11552898111076351,0.21637088234579785
261660,5,QA,20.0000024363,0.049999998,1.015273356930313,20,2,-3.2241100576,0.10474833956653014,2.094966875129278,0.10317254840926543,0.10474833956653014,0.21734273036354082
261681,5,QA,20.0000011645,0.049999999,1.016243033702572,20,2,-3.2938827428,0.13269669711849663,2.6539339954486123,0.13057575079755332,0.13269669711849663,0.1611164229923076
261849,5,QA,20.0000037288,0.0499999969,1.015433832953457,20,2,-2.9465848234,0.13416535841829308,2.683307334730916,0.13212614555895208,0.13416535841829308,0.19401870413957908
262171,5,QA,20.0001230363,0.0499998972,0.9998157628913833,20,2,-2.174180035,0.23335168140334203,4.667043223507709,0.23339468136460317,0.23335168140334203,0.31837379418293665
294767,1,QA,3.9999990868,0.250000019,1.024051805545541,8,4,-2.7316107178,0.2990064525275708,1.1960257192123285,0.29198371694514197,0.2990064525275708,0.3686415290851327
361824,2,QA,9.999997164,0.1000000095,0.9985219481416723,8,2,-2.7790191474,0.2970944662930784,2.970944380691068,0.29753423732547346,0.2970944662930784,0.43329330779440434
366459,2,QA,6.6666523436,0.1500001074,0.9859298794673027,8,2,-2.3392304233,0.2211361161742483,1.47423971893935,0.2242919306733335,0.2211361161742483,0.42195866552914113
391491,3,QA,6.6654765823,0.1500089267,1.004965515177067,6,1,-1.5988946044,0.2836044735468942,1.8905839791392511,0.28220318932727295,0.2836044735468942,0.2836044735468946
606074,2,QA,20.0000215007,0.0499999498,1.003264809437019,8,2,-3.4407510363,0.3958061781122961,7.916131510041959,0.39451815152811187,0.3958061781122961,0.47252809441182686
638925,3,QA,20.000000571,0.0499999995,1.004229543698691,6,1,-3.3384305916,0.30905925842334653,6.181185230278783,0.30775758427206423,0.30905925842334653,0.30905925842334664
