id,symmetry_class,nfp,iota,aspect,C,S_phi,lambda_phi,reversal_frac,anisotropy,angular_std_deg,blanket,tau,delta_free,delta_scatter,eta_source,eta_coil,A,status,lost,audit_passed
1960314,QH,5,1.1,7.0233137656,0.7601271673395438,0.36472420064931566,0.5764828004328771,0.0,0.35099107147371217,40.628094347965884,baseline,13.476,0.07181138935390922,,0.4919966380618849,,,done,0,True
59509,QA,3,0.1,6.6666832285,0.9969827071505327,0.9909334763621573,0.9939556509081049,0.0,0.9907432372714428,4.4526430524248655,baseline,13.476,0.11298822075115625,,0.7741087486303704,,,done,0,True
803097,QA,3,0.1,9.9999999722,0.9985740940780542,0.9956872134508428,0.9971248089672285,0.0,0.9957265084800231,3.0602974506672447,baseline,13.476,0.1459591058117689,,1.0,,,done,0,True
886079,QA,2,0.4,3.4115890132,0.9738067440184237,0.9209667881024994,0.9473111920683329,0.0,0.9130833500379597,13.176176177430987,baseline,13.476,0.012023445398685042,,0.08237543887251995,,,done,0,True
923602,QA,3,0.1,10.0000002812,0.9984889128402583,0.995425330050232,0.9969502200334881,0.0,0.9954539305915331,3.150401029377879,baseline,13.476,0.14769082878736645,,1.0118644394672491,,,done,0,True
932746,QA,3,0.1,5.0001404638,0.998000237351549,0.9939399407911669,0.9959599605274446,0.0,0.993975145418091,3.6249442246137256,baseline,13.476,0.07685878439468734,,0.5265775229796598,,,done,0,True
